0,Gene Count,Interesting Gene Count,Hypergeom pvalue
GO_POSITIVE_REGULATION_OF_FIBROBLAST_APOPTOTIC_PROCESS,10,0,0.5988880733086012
GO_THYROID_HORMONE_TRANSPORT,10,0,0.5988880733086012
GO_REGULATION_OF_CEREBELLAR_GRANULE_CELL_PRECURSOR_PROLIFERATION,10,0,0.5988880733086012
GO_NOTOCHORD_MORPHOGENESIS,10,0,0.5988880733086012
GO_POSITIVE_REGULATION_OF_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION,10,0,0.5988880733086012
GO_GOLGI_MEDIAL_CISTERNA,10,0,0.5988880733086012
GO_HINDBRAIN_RADIAL_GLIA_GUIDED_CELL_MIGRATION,10,0,0.5988880733086012
GO_POSITIVE_REGULATION_OF_MEGAKARYOCYTE_DIFFERENTIATION,10,0,0.5988880733086012
GO_REGULATION_OF_INTERLEUKIN_1_MEDIATED_SIGNALING_PATHWAY,10,0,0.5988880733086012
GO_T_CELL_ACTIVATION_VIA_T_CELL_RECEPTOR_CONTACT_WITH_ANTIGEN_BOUND_TO_MHC_MOLECULE_ON_ANTIGEN_PRESENTING_CELL,10,0,0.5988880733086012
GO_POSITIVE_REGULATION_OF_AUTOPHAGOSOME_ASSEMBLY,10,0,0.5988880733086012
GO_NEGATIVE_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION,10,0,0.5988880733086012
GO_ELASTIC_FIBER_ASSEMBLY,10,0,0.5988880733086012
GO_POSITIVE_REGULATION_OF_GUANYLATE_CYCLASE_ACTIVITY,10,0,0.5988880733086012
GO_DETERMINATION_OF_DORSAL_VENTRAL_ASYMMETRY,10,0,0.5988880733086012
GO_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_LUNG_MORPHOGENESIS,10,0,0.5988880733086012
GO_PROSTATIC_BUD_FORMATION,10,0,0.5988880733086012
GO_NEGATIVE_REGULATION_OF_MESENCHYMAL_CELL_APOPTOTIC_PROCESS,10,0,0.5988880733086012
GO_MICROFIBRIL,10,0,0.5988880733086012
GO_HEPARIN_METABOLIC_PROCESS,10,0,0.5988880733086012
GO_POSITIVE_REGULATION_OF_ISOTYPE_SWITCHING_TO_IGG_ISOTYPES,10,0,0.5988880733086012
GO_PERISTALSIS,10,0,0.5988880733086012
GO_ER_UBIQUITIN_LIGASE_COMPLEX,10,0,0.5988880733086012
GO_X_CHROMOSOME,10,0,0.5988880733086012
GO_IMMATURE_B_CELL_DIFFERENTIATION,10,0,0.5988880733086012
GO_GLYCOSIDE_CATABOLIC_PROCESS,10,0,0.5988880733086012
GO_REGULATION_OF_APOPTOTIC_CELL_CLEARANCE,10,0,0.5988880733086012
GO_FOLIC_ACID_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,10,0,0.5988880733086012
GO_POSITIVE_REGULATION_OF_MYOBLAST_PROLIFERATION,10,0,0.5988880733086012
GO_PHOSPHATIDYLGLYCEROL_BIOSYNTHETIC_PROCESS,10,0,0.5988880733086012
GO_NEGATIVE_REGULATION_OF_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY,10,0,0.5988880733086012
GO_CARDIAC_MUSCLE_CELL_FATE_COMMITMENT,10,0,0.5988880733086012
GO_POSITIVE_REGULATION_OF_MESODERM_DEVELOPMENT,10,0,0.5988880733086012
GO_HISTONE_H3_K36_DEMETHYLATION,10,0,0.5988880733086012
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM,83,4,0.599387001149065
GO_LENS_DEVELOPMENT_IN_CAMERA_TYPE_EYE,83,4,0.599387001149065
GO_MUSCLE_ORGAN_MORPHOGENESIS,83,4,0.599387001149065
GO_CALCIUM_ION_TRANSMEMBRANE_IMPORT_INTO_CYTOSOL,140,7,0.5995329690647152
GO_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_CELL_CELL_SIGNALING,626,32,0.5997051938405277
GO_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT,64,3,0.6018718103823383
GO_REGULATION_OF_LYMPHOCYTE_MIGRATION,64,3,0.6018718103823383
GO_NEGATIVE_REGULATION_OF_T_CELL_PROLIFERATION,64,3,0.6018718103823383
GO_PROTEIN_HOMOOLIGOMERIZATION,178,9,0.6018981612851264
HMG20B_TARGET_GENES,1906,97,0.6038196308179873
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS,527,27,0.6040732013995751
GO_POSITIVE_REGULATION_OF_GROWTH,274,14,0.6043680233002574
GO_NEGATIVE_REGULATION_OF_SIGNALING,1490,76,0.6058394799502324
GO_PROTON_TRANSPORTING_V_TYPE_ATPASE_COMPLEX,27,1,0.6063666957556555
GO_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_APOPTOTIC_PROCESS,27,1,0.6063666957556555
GO_VESICLE_CARGO_LOADING,27,1,0.6063666957556555
GO_METANEPHRIC_EPITHELIUM_DEVELOPMENT,27,1,0.6063666957556555
GO_OOCYTE_MATURATION,27,1,0.6063666957556555
GO_ORGANELLE_MEMBRANE_CONTACT_SITE,27,1,0.6063666957556555
GO_LIPID_DROPLET_ORGANIZATION,27,1,0.6063666957556555
GO_POSITIVE_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION,27,1,0.6063666957556555
GO_POSITIVE_REGULATION_OF_LIPID_CATABOLIC_PROCESS,27,1,0.6063666957556555
HOXB7_TARGET_GENES,27,1,0.6063666957556555
GO_NEGATIVE_REGULATION_OF_VIRAL_TRANSCRIPTION,27,1,0.6063666957556555
GO_POSITIVE_REGULATION_OF_COLLAGEN_METABOLIC_PROCESS,27,1,0.6063666957556555
GO_MODIFIED_AMINO_ACID_TRANSPORT,27,1,0.6063666957556555
GO_POSITIVE_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION,27,1,0.6063666957556555
GO_STEROID_CATABOLIC_PROCESS,27,1,0.6063666957556555
GO_PHOSPHATE_ION_TRANSPORT,27,1,0.6063666957556555
GO_RESPONSE_TO_GONADOTROPIN,27,1,0.6063666957556555
PID_GLYPICAN_1PATHWAY,27,1,0.6063666957556555
GO_MRNA_5_SPLICE_SITE_RECOGNITION,27,1,0.6063666957556555
GO_GENETIC_IMPRINTING,27,1,0.6063666957556555
GO_POSITIVE_REGULATION_OF_PROTEIN_MATURATION,27,1,0.6063666957556555
GO_HIGH_DENSITY_LIPOPROTEIN_PARTICLE,27,1,0.6063666957556555
GO_REGULATION_OF_LYMPHOCYTE_CHEMOTAXIS,27,1,0.6063666957556555
GO_NEGATIVE_REGULATION_OF_CARDIOCYTE_DIFFERENTIATION,27,1,0.6063666957556555
GO_RESPONSE_TO_SALT_STRESS,27,1,0.6063666957556555
GO_SPLICEOSOMAL_TRI_SNRNP_COMPLEX_ASSEMBLY,27,1,0.6063666957556555
GO_GAMMA_AMINOBUTYRIC_ACID_SIGNALING_PATHWAY,27,1,0.6063666957556555
GO_GASTRULATION_WITH_MOUTH_FORMING_SECOND,27,1,0.6063666957556555
GO_RESPONSE_TO_AUDITORY_STIMULUS,27,1,0.6063666957556555
GO_REGULATION_OF_ODONTOGENESIS,27,1,0.6063666957556555
GO_COLLATERAL_SPROUTING,27,1,0.6063666957556555
GO_DENSE_CORE_GRANULE,27,1,0.6063666957556555
GO_REGULATION_OF_CELL_DEATH,1746,89,0.6077127911985204
GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE_BY_P53_CLASS_MEDIATOR,45,2,0.6080341307255224
PID_NFAT_TFPATHWAY,45,2,0.6080341307255224
GO_POSITIVE_REGULATION_OF_GLUCOSE_TRANSMEMBRANE_TRANSPORT,45,2,0.6080341307255224
GO_CORNIFIED_ENVELOPE,45,2,0.6080341307255224
GO_NEGATIVE_REGULATION_OF_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT,45,2,0.6080341307255224
GO_ENDOCARDIAL_CUSHION_DEVELOPMENT,45,2,0.6080341307255224
GO_PHENOL_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,45,2,0.6080341307255224
PID_HNF3B_PATHWAY,45,2,0.6080341307255224
GO_MAMMARY_GLAND_MORPHOGENESIS,45,2,0.6080341307255224
GO_ENDOCRINE_PANCREAS_DEVELOPMENT,45,2,0.6080341307255224
GO_POSITIVE_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION,45,2,0.6080341307255224
GO_POSITIVE_REGULATION_OF_DNA_RECOMBINATION,45,2,0.6080341307255224
GO_CELLULAR_RESPONSE_TO_AMYLOID_BETA,45,2,0.6080341307255224
GO_NEGATIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,45,2,0.6080341307255224
NUFIP1_TARGET_GENES,45,2,0.6080341307255224
GO_BLOOD_VESSEL_REMODELING,45,2,0.6080341307255224
GO_PROTEIN_SUMOYLATION,82,4,0.609404089859721
GO_CARTILAGE_DEVELOPMENT,196,10,0.6097727483665656
GO_PEPTIDYL_AMINO_ACID_MODIFICATION,1290,66,0.6126674612985674
GO_CYTOPLASMIC_MICROTUBULE_ORGANIZATION,63,3,0.6133182095791643
PID_TCR_PATHWAY,63,3,0.6133182095791643
PID_ERA_GENOMIC_PATHWAY,63,3,0.6133182095791643
GO_RIBOSE_PHOSPHATE_METABOLIC_PROCESS,427,22,0.6146816527746123
GO_DETOXIFICATION,138,7,0.6148582155700688
SNAPC4_TARGET_GENES,138,7,0.6148582155700688
GO_REGULATION_OF_VIRAL_GENOME_REPLICATION,100,5,0.6166598320410008
PID_CXCR4_PATHWAY,100,5,0.6166598320410008
GO_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,100,5,0.6166598320410008
GO_MEGAKARYOCYTE_DIFFERENTIATION,100,5,0.6166598320410008
GO_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL,81,4,0.61943318143591
GO_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY,81,4,0.61943318143591
GO_RESPONSE_TO_VIRUS,348,18,0.6214064457236232
GO_NEGATIVE_REGULATION_OF_DNA_RECOMBINATION,44,2,0.6217577748864285
GO_POSITIVE_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT,44,2,0.6217577748864285
GO_KETONE_BIOSYNTHETIC_PROCESS,44,2,0.6217577748864285
PID_ERBB2_ERBB3_PATHWAY,44,2,0.6217577748864285
GO_INTERMEMBRANE_LIPID_TRANSFER,44,2,0.6217577748864285
PID_HNF3A_PATHWAY,44,2,0.6217577748864285
GO_RUFFLE_ASSEMBLY,44,2,0.6217577748864285
GO_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_DEPOLYMERIZATION,44,2,0.6217577748864285
GO_ADIPOSE_TISSUE_DEVELOPMENT,44,2,0.6217577748864285
KEGG_ABC_TRANSPORTERS,44,2,0.6217577748864285
GO_SYNAPTIC_VESICLE_TRANSPORT,44,2,0.6217577748864285
KEGG_LYSINE_DEGRADATION,44,2,0.6217577748864285
GO_SMOOTH_MUSCLE_CELL_PROLIFERATION,175,9,0.6222066770107492
GO_NEGATIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION,175,9,0.6222066770107492
GO_POSITIVE_REGULATION_OF_PROTEIN_POLYMERIZATION,137,7,0.6225124485638457
GO_POSITIVE_REGULATION_OF_RNA_BIOSYNTHETIC_PROCESS,1601,82,0.623062896227079
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON,213,11,0.6232613800305032
GO_JNK_CASCADE,213,11,0.6232613800305032
NR1D1_TARGET_GENES,118,6,0.6235756656914713
PID_INSULIN_GLUCOSE_PATHWAY,26,1,0.6244021403957277
PID_IL27_PATHWAY,26,1,0.6244021403957277
GO_REGULATION_OF_SMAD_PROTEIN_SIGNAL_TRANSDUCTION,26,1,0.6244021403957277
GO_RNA_POLYMERASE_II_PREINITIATION_COMPLEX_ASSEMBLY,26,1,0.6244021403957277
PID_VEGFR1_PATHWAY,26,1,0.6244021403957277
GO_POSITIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION,26,1,0.6244021403957277
GO_INACTIVATION_OF_MAPK_ACTIVITY,26,1,0.6244021403957277
GO_ANIMAL_ORGAN_MATURATION,26,1,0.6244021403957277
GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_RENIN_ANGIOTENSIN,26,1,0.6244021403957277
GO_REGULATION_OF_PROTEIN_POLYUBIQUITINATION,26,1,0.6244021403957277
GO_INNERVATION,26,1,0.6244021403957277
GO_NEGATIVE_REGULATION_OF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,26,1,0.6244021403957277
GO_SODIUM_CHANNEL_COMPLEX,26,1,0.6244021403957277
GO_CENTRAL_NERVOUS_SYSTEM_PROJECTION_NEURON_AXONOGENESIS,26,1,0.6244021403957277
GO_ENDOPLASMIC_RETICULUM_SUBCOMPARTMENT,26,1,0.6244021403957277
GO_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,26,1,0.6244021403957277
GO_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR,26,1,0.6244021403957277
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE,26,1,0.6244021403957277
GO_EXPLORATION_BEHAVIOR,26,1,0.6244021403957277
GO_REGULATION_OF_RYANODINE_SENSITIVE_CALCIUM_RELEASE_CHANNEL_ACTIVITY,26,1,0.6244021403957277
GO_CELLULAR_PROTEIN_CONTAINING_COMPLEX_LOCALIZATION,26,1,0.6244021403957277
GO_GLUCOCORTICOID_METABOLIC_PROCESS,26,1,0.6244021403957277
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,26,1,0.6244021403957277
GO_RESPONSE_TO_IMMOBILIZATION_STRESS,26,1,0.6244021403957277
GO_METANEPHRIC_NEPHRON_MORPHOGENESIS,26,1,0.6244021403957277
GO_PHOSPHATIDYLETHANOLAMINE_ACYL_CHAIN_REMODELING,26,1,0.6244021403957277
GO_GLANDULAR_EPITHELIAL_CELL_DEVELOPMENT,26,1,0.6244021403957277
GO_TRANSEPITHELIAL_TRANSPORT,26,1,0.6244021403957277
GO_ACROSOMAL_MEMBRANE,26,1,0.6244021403957277
GO_HEPARAN_SULFATE_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS,26,1,0.6244021403957277
GO_ER_TO_GOLGI_TRANSPORT_VESICLE_MEMBRANE,62,3,0.6247923486532155
KEGG_COLORECTAL_CANCER,62,3,0.6247923486532155
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY,62,3,0.6247923486532155
GO_NEURAL_NUCLEUS_DEVELOPMENT,62,3,0.6247923486532155
GO_ANION_HOMEOSTASIS,62,3,0.6247923486532155
GO_PRESYNAPTIC_ENDOCYTOSIS,62,3,0.6247923486532155
GO_NEGATIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE,62,3,0.6247923486532155
GO_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY,62,3,0.6247923486532155
SUPT16H_TARGET_GENES,1935,99,0.626089208828036
ZNF37A_TARGET_GENES,155,8,0.6292843691391475
GO_POSITIVE_REGULATION_OF_NIK_NF_KAPPAB_SIGNALING,80,4,0.629467906459422
GO_CORTICAL_ACTIN_CYTOSKELETON,80,4,0.629467906459422
GO_REGULATION_OF_SYNAPTIC_VESICLE_EXOCYTOSIS,80,4,0.629467906459422
GO_SARCOPLASM,80,4,0.629467906459422
HHEX_TARGET_GENES,1028,53,0.6299833310560955
GO_NEGATIVE_REGULATION_OF_METANEPHROS_DEVELOPMENT,9,0,0.6304001218293579
GO_POSITIVE_REGULATION_OF_RESPIRATORY_BURST,9,0,0.6304001218293579
GO_REGULATION_OF_RESTING_MEMBRANE_POTENTIAL,9,0,0.6304001218293579
GO_PROTOPORPHYRINOGEN_IX_BIOSYNTHETIC_PROCESS,9,0,0.6304001218293579
GO_CARDIAC_NEURAL_CREST_CELL_DEVELOPMENT_INVOLVED_IN_OUTFLOW_TRACT_MORPHOGENESIS,9,0,0.6304001218293579
GO_SPECTRIN,9,0,0.6304001218293579
GO_CANNABINOID_SIGNALING_PATHWAY,9,0,0.6304001218293579
GO_NEGATIVE_REGULATION_OF_CENTRIOLE_REPLICATION,9,0,0.6304001218293579
GO_BASEMENT_MEMBRANE_COLLAGEN_TRIMER,9,0,0.6304001218293579
GO_NUCLEOSIDE_TRANSPORT,9,0,0.6304001218293579
GO_NEGATIVE_REGULATION_OF_SERINE_TYPE_PEPTIDASE_ACTIVITY,9,0,0.6304001218293579
GO_NEGATIVE_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION,9,0,0.6304001218293579
GO_DENSE_CORE_GRANULE_EXOCYTOSIS,9,0,0.6304001218293579
GO_REGULATION_OF_VITAMIN_D_BIOSYNTHETIC_PROCESS,9,0,0.6304001218293579
GO_INTERLEUKIN_23_MEDIATED_SIGNALING_PATHWAY,9,0,0.6304001218293579
GO_POSITIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_4_SIGNALING_PATHWAY,9,0,0.6304001218293579
GO_SUBSTRATE_INDEPENDENT_TELENCEPHALIC_TANGENTIAL_MIGRATION,9,0,0.6304001218293579
GO_REGULATION_OF_SARCOMERE_ORGANIZATION,9,0,0.6304001218293579
GO_CIRCADIAN_SLEEP_WAKE_CYCLE_NON_REM_SLEEP,9,0,0.6304001218293579
GO_POSITIVE_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION,9,0,0.6304001218293579
GO_BIOTIN_METABOLIC_PROCESS,9,0,0.6304001218293579
GO_REGULATION_OF_SECONDARY_HEART_FIELD_CARDIOBLAST_PROLIFERATION,9,0,0.6304001218293579
GO_CALCIUM_ION_EXPORT_ACROSS_PLASMA_MEMBRANE,9,0,0.6304001218293579
GO_CYTOLYSIS_IN_OTHER_ORGANISM,9,0,0.6304001218293579
GO_REGULATION_OF_PROTEIN_ADP_RIBOSYLATION,9,0,0.6304001218293579
GO_TUBULIN_COMPLEX_ASSEMBLY,9,0,0.6304001218293579
GO_CRANIAL_NERVE_FORMATION,9,0,0.6304001218293579
GO_GLOMERULUS_MORPHOGENESIS,9,0,0.6304001218293579
GO_NEGATIVE_REGULATION_OF_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY,9,0,0.6304001218293579
GO_LUTEINIZING_HORMONE_SECRETION,9,0,0.6304001218293579
GO_REGULATION_OF_NK_T_CELL_ACTIVATION,9,0,0.6304001218293579
GO_REGULATION_OF_INTESTINAL_CHOLESTEROL_ABSORPTION,9,0,0.6304001218293579
GO_GOLGI_TRANS_CISTERNA,9,0,0.6304001218293579
GO_XENOPHAGY,9,0,0.6304001218293579
GO_NEGATIVE_REGULATION_OF_COLLATERAL_SPROUTING,9,0,0.6304001218293579
GO_REGULATION_OF_TOLL_LIKE_RECEPTOR_3_SIGNALING_PATHWAY,9,0,0.6304001218293579
GO_PERICARDIUM_MORPHOGENESIS,9,0,0.6304001218293579
GO_TRANSFORMING_GROWTH_FACTOR_BETA_ACTIVATION,9,0,0.6304001218293579
GO_SPERM_PLASMA_MEMBRANE,9,0,0.6304001218293579
GO_CUTICULAR_PLATE,9,0,0.6304001218293579
GO_POSITIVE_REGULATION_OF_TOLERANCE_INDUCTION,9,0,0.6304001218293579
GO_REGULATION_OF_PHOTORECEPTOR_CELL_DIFFERENTIATION,9,0,0.6304001218293579
GO_ESTABLISHMENT_OF_CENTROSOME_LOCALIZATION,9,0,0.6304001218293579
GO_DITERPENOID_BIOSYNTHETIC_PROCESS,9,0,0.6304001218293579
GO_JUNCTIONAL_SARCOPLASMIC_RETICULUM_MEMBRANE,9,0,0.6304001218293579
GO_G_PROTEIN_COUPLED_RECEPTOR_COMPLEX,9,0,0.6304001218293579
GO_SPECTRIN_ASSOCIATED_CYTOSKELETON,9,0,0.6304001218293579
GO_NEUTROPHIL_DIFFERENTIATION,9,0,0.6304001218293579
GO_NEGATIVE_REGULATION_OF_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY,9,0,0.6304001218293579
GO_REPLICATION_FORK_PROTECTION,9,0,0.6304001218293579
GO_T_TUBULE_ORGANIZATION,9,0,0.6304001218293579
GO_DIAPHRAGM_DEVELOPMENT,9,0,0.6304001218293579
GO_CEREBELLAR_GRANULAR_LAYER_MORPHOGENESIS,9,0,0.6304001218293579
GO_REGULATION_OF_SYNAPSE_STRUCTURAL_PLASTICITY,9,0,0.6304001218293579
GO_NEGATIVE_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,9,0,0.6304001218293579
GO_MESONEPHRIC_TUBULE_FORMATION,9,0,0.6304001218293579
GO_REGULATION_OF_HYDROGEN_PEROXIDE_BIOSYNTHETIC_PROCESS,9,0,0.6304001218293579
GO_REGULATION_OF_RIBONUCLEASE_ACTIVITY,9,0,0.6304001218293579
GO_MARGINAL_ZONE_B_CELL_DIFFERENTIATION,9,0,0.6304001218293579
GO_CENTRIOLAR_SUBDISTAL_APPENDAGE,9,0,0.6304001218293579
GO_BONE_MARROW_DEVELOPMENT,9,0,0.6304001218293579
GO_ENDOSOMAL_VESICLE_FUSION,9,0,0.6304001218293579
GO_MIDBRAIN_HINDBRAIN_BOUNDARY_DEVELOPMENT,9,0,0.6304001218293579
GO_FILTRATION_DIAPHRAGM,9,0,0.6304001218293579
GO_DIACYLGLYCEROL_BIOSYNTHETIC_PROCESS,9,0,0.6304001218293579
GO_NEGATIVE_REGULATION_OF_MONOCYTE_DIFFERENTIATION,9,0,0.6304001218293579
GO_MODULATION_OF_AGE_RELATED_BEHAVIORAL_DECLINE,9,0,0.6304001218293579
GO_VITAMIN_D_RECEPTOR_SIGNALING_PATHWAY,9,0,0.6304001218293579
GO_HOST_INTRACELLULAR_ORGANELLE,9,0,0.6304001218293579
GO_BEHAVIORAL_RESPONSE_TO_ETHANOL,9,0,0.6304001218293579
GO_ANCHORED_COMPONENT_OF_PRESYNAPTIC_MEMBRANE,9,0,0.6304001218293579
GO_AXONEMAL_MICROTUBULE,9,0,0.6304001218293579
GO_POSITIVE_REGULATION_OF_MACROPHAGE_CYTOKINE_PRODUCTION,9,0,0.6304001218293579
GO_RESPONSE_TO_GRANULOCYTE_MACROPHAGE_COLONY_STIMULATING_FACTOR,9,0,0.6304001218293579
GO_NEGATIVE_REGULATION_OF_CALCIUM_ION_IMPORT,9,0,0.6304001218293579
GO_REGULATION_OF_NATURAL_KILLER_CELL_CHEMOTAXIS,9,0,0.6304001218293579
GO_TROPONIN_COMPLEX,9,0,0.6304001218293579
GO_REGULATION_OF_DENDRITIC_CELL_CHEMOTAXIS,9,0,0.6304001218293579
GO_REGULATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CONTRACTION,9,0,0.6304001218293579
GO_EXOCYST_LOCALIZATION,9,0,0.6304001218293579
GO_KETONE_BODY_BIOSYNTHETIC_PROCESS,9,0,0.6304001218293579
GO_OUTER_EAR_MORPHOGENESIS,9,0,0.6304001218293579
GO_NUCLEAR_PORE_COMPLEX_ASSEMBLY,9,0,0.6304001218293579
GO_URETERIC_BUD_ELONGATION,9,0,0.6304001218293579
GO_DIADENOSINE_POLYPHOSPHATE_METABOLIC_PROCESS,9,0,0.6304001218293579
GO_NATURAL_KILLER_CELL_MEDIATED_IMMUNE_RESPONSE_TO_TUMOR_CELL,9,0,0.6304001218293579
GO_LUNG_ASSOCIATED_MESENCHYME_DEVELOPMENT,9,0,0.6304001218293579
GO_MALE_MATING_BEHAVIOR,9,0,0.6304001218293579
GO_REGULATION_OF_ACTIVATION_OF_JANUS_KINASE_ACTIVITY,9,0,0.6304001218293579
GO_REGULATION_OF_GAMMA_DELTA_T_CELL_DIFFERENTIATION,9,0,0.6304001218293579
GO_REGULATION_OF_SYNAPTIC_VESICLE_CLUSTERING,9,0,0.6304001218293579
GO_POSITIVE_REGULATION_OF_HEPATOCYTE_PROLIFERATION,9,0,0.6304001218293579
GO_POSITIVE_REGULATION_OF_T_HELPER_17_CELL_DIFFERENTIATION,9,0,0.6304001218293579
GO_ORNITHINE_METABOLIC_PROCESS,9,0,0.6304001218293579
GO_POSITIVE_REGULATION_OF_GAMMA_DELTA_T_CELL_ACTIVATION,9,0,0.6304001218293579
GO_OMEGA_HYDROXYLASE_P450_PATHWAY,9,0,0.6304001218293579
GO_GLUTAMINE_TRANSPORT,9,0,0.6304001218293579
GO_FEMALE_PRONUCLEUS,9,0,0.6304001218293579
GO_FEMALE_MATING_BEHAVIOR,9,0,0.6304001218293579
GO_PROTON_TRANSPORTING_V_TYPE_ATPASE_V1_DOMAIN,9,0,0.6304001218293579
GO_POSITIVE_REGULATION_OF_BONE_DEVELOPMENT,9,0,0.6304001218293579
GO_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY_PLANAR_CELL_POLARITY_PATHWAY,9,0,0.6304001218293579
GO_IRIS_MORPHOGENESIS,9,0,0.6304001218293579
GO_SURFACTANT_HOMEOSTASIS,9,0,0.6304001218293579
GO_REGULATION_OF_ALKALINE_PHOSPHATASE_ACTIVITY,9,0,0.6304001218293579
GO_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_NOREPINEPHRINE_EPINEPHRINE,9,0,0.6304001218293579
GO_POSITIVE_REGULATION_OF_GROWTH_HORMONE_SECRETION,9,0,0.6304001218293579
GO_ENDOPLASMIC_RETICULUM_LOCALIZATION,9,0,0.6304001218293579
GO_FATTY_ACID_ALPHA_OXIDATION,9,0,0.6304001218293579
GO_REGULATION_OF_MEIOSIS_I,9,0,0.6304001218293579
GO_POSITIVE_REGULATION_OF_INTEGRIN_ACTIVATION,9,0,0.6304001218293579
GO_CARDIAC_MUSCLE_TISSUE_REGENERATION,9,0,0.6304001218293579
GO_SPERM_CONNECTING_PIECE,9,0,0.6304001218293579
GO_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_DEVELOPMENT,9,0,0.6304001218293579
GO_NEGATIVE_REGULATION_OF_MITOCHONDRIAL_FUSION,9,0,0.6304001218293579
GO_OVULATION_FROM_OVARIAN_FOLLICLE,9,0,0.6304001218293579
GO_MULTICELLULAR_ORGANISMAL_IRON_ION_HOMEOSTASIS,9,0,0.6304001218293579
GO_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE_SIGNAL_SEQUENCE_RECOGNITION,9,0,0.6304001218293579
GO_NEGATIVE_REGULATION_OF_MYELINATION,9,0,0.6304001218293579
GO_POSITIVE_REGULATION_OF_CELLULAR_RESPIRATION,9,0,0.6304001218293579
GO_EPINEPHRINE_TRANSPORT,9,0,0.6304001218293579
GO_REGULATION_OF_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING_INVOLVED_IN_CARDIAC_CONDUCTION,9,0,0.6304001218293579
GO_MESENCHYMAL_STEM_CELL_PROLIFERATION,9,0,0.6304001218293579
GO_POSITIVE_REGULATION_OF_FEEDING_BEHAVIOR,9,0,0.6304001218293579
GO_POSTSYNAPTIC_DENSITY_PROTEIN_95_CLUSTERING,9,0,0.6304001218293579
GO_PROTEIN_LOCALIZATION_TO_MEMBRANE_RAFT,9,0,0.6304001218293579
GO_CELLULAR_RESPONSE_TO_MURAMYL_DIPEPTIDE,9,0,0.6304001218293579
GO_OSTEOCLAST_PROLIFERATION,9,0,0.6304001218293579
